!konkombers	NSE konkombers
!konkomberse	NSM konkombers
!konkombersie	NSED konkombers
!konkombersies	NSMD konkombers
10e_Laan	NEE Tiende_Laan
springstof-ontploffings	NSM springstofontploffing
spykerskrif-kleitablet	NSE spykerskrifkleitablet
spykerskrif-kleitablette	NSM spykerskrifkleitablet
St._Albans_Gevangenis	NEE St._Albansgevangenis
St._Albans-gevangenis	NEE St._Albansgevangenis
St._Andrew-laan	NEE St._Andrewlaan
St._Andrews-kerk	NEE St._Andrewskerk
St._Andrews-straat	NEE St._Andrewsstraat
St._Augustine-laan	NEE St._Augustinelaan
St._Bernard-laan	NEE St._Bernardlaan
St._Francis-laan	NEE St._Francislaan
St._Georges-laan	NEE St._Georgeslaan
St._Georges-park	NEE St._Georgespark
St._George-straat	NEE St._Georgestraat
St._George-wandellaan	NEE St._Georgewandellaan
St._Helenabaai	NEE Sint_Helenabaai
St._Helena-baai	NEE Sint_Helenabaai
St._John-straat	NEE St._Johnstraat
St._Moritz-straat	NEE St._Moritzstraat
St._Omer-straat	NEE St._Omerstraat
St._Patrick-laan	NEE St._Patricklaan
St._Patrick-weg	NEE St._Patrickweg
St._Salvator_katedraal	NEE St._Salvatorkatedraal
St._Salvator_Katedraal	NEE St._Salvatorkatedraal
St._Salvator-katedraal	NEE St._Salvatorkatedraal
St._Sebastiaanbaai	NEE Sint_Sebastiaanbaai
St_Albans_Gevangenis	NEE St._Albansgevangenis
St_Albansgevangenis	NEE St._Albansgevangenis
St_Albans-gevangenis	NEE St._Albansgevangenis
St_Andrewlaan	NEE St._Andrewlaan
St_Andrew-laan	NEE St._Andrewlaan
St_Andrews	NEE St._Andrews
St_Andrew's_College	NEE St._Andrew's_College
St_Andrewskerk	NEE St._Andrewskerk
St_Andrews-kerk	NEE St._Andrewskerk
St_Andrewsstraat	NEE St._Andrewsstraat
St_Andrews-straat	NEE St._Andrewsstraat
St_Augustinelaan	NEE St._Augustinelaan
St_Augustine-laan	NEE St._Augustinelaan
St_Bernardlaan	NEE St._Bernardlaan
St_Bernard-laan	NEE St._Bernardlaan
St_Christopher	NEE St._Christopher
St_Christopher_en_Nevis	NEE St._Christopher_en_Nevis
St_Faith's	NEE St._Faith's
St_Francisbaai	NEE St._Francisbaai
St_Francislaan	NEE St._Francislaan
St_Francis-laan	NEE St._Francislaan
St_Georgeslaan	NEE St._Georgeslaan
St_Georges-laan	NEE St._Georgeslaan
St_Georgespark	NEE St._Georgespark
St_Georges-park	NEE St._Georgespark
St_Georgestraat	NEE St._Georgestraat
St_George-straat	NEE St._Georgestraat
St_Georgewandellaan	NEE St._Georgewandellaan
St_George-wandellaan	NEE St._Georgewandellaan
St_Helenabaai	NEE Sint_Helenabaai
St_Helena-baai	NEE Sint_Helenabaai
St_James	NEE St._James
St_Jameslaan	NEE St._Jameslaan
St_John's_College	NEE St._John's_College
St_Johnstraat	NEE St._Johnstraat
St_John-straat	NEE St._Johnstraat
St_Kitts	NEE St._Kitts
St_Kitts_en_Nevis	NEE St._Kitts_en_Nevis
St_Louis	NEE St._Louis
St_Lucia	NEE St._Lucia
St_Margaretweg	NEE St._Margaretweg
St_Moritzstraat	NEE St._Moritzstraat
St_Moritz-straat	NEE St._Moritzstraat
St_Omerstraat	NEE St._Omerstraat
St_Omer-straat	NEE St._Omerstraat
St_Patricklaan	NEE St._Patricklaan
St_Patrick-laan	NEE St._Patricklaan
St_Patrickweg	NEE St._Patrickweg
St_Patrick-weg	NEE St._Patrickweg
St_Pauluskerk	NEE St._Pauluskerk
St_Peterskerk	NEE St._Peterskerk
St_Salvator_katedraal	NEE St._Salvatorkatedraal
St_Salvator_Katedraal	NEE St._Salvatorkatedraal
St_Salvatorkatedraal	NEE St._Salvatorkatedraal
St_Salvator-katedraal	NEE St._Salvatorkatedraal
St_Saviourstraat	NEE St._Saviourstraat
St_Sebastiaanbaai	NEE Sint_Sebastiaanbaai
St_Vincent	NEE St._Vincent
stabat_mater	NEE Stabat_mater
Stabat_Mater	NEE Stabat_mater
stadsraadvergadering	NSE stadsraadsvergadering
stadsraadvergaderinge	NSM stadsraadsvergadering
stadsraadvergaderings	NSM stadsraadsvergadering
Stalwart_Simelane-straat	NEE Stalwart_Simelanestraat
standaard-evaluering	NSE standaardevaluering
standaard-prosedure	NSE standaardprosedure
standaard-prosedures	NSM standaardprosedure
standerd-ses	NSE standerdses
standerd-sesse	NSM standerdses
standerd-sesser	NSE standerdsesser
standerd-sessers	NSM standerdsesser
standerd-sessie	NSED standerdses
standerd-sessies	NSMD standerdses
Stanza_Bopape-straat	NEE Stanza_Bopapestraat
Statebond-aangeleenthede	NSM Statebondaangeleentheid
Statebond-aangeleentheid	NSE Statebondaangeleentheid
Statebond-jeugkampioenskap	NSE Statebondjeugkampioenskap
Statebond-jeugkampioenskappe	NSM Statebondjeugkampioenskap
Statebond-land	NSE Statebondland
Statebond-lande	NSM Statebondland
Statebond-lidmaatskap	NSE Statebondslidmaatskap
Statebondspele-kampioen	NSE Statebondspelekampioen
Statebondspele-kampioene	NSM Statebondspelekampioen
Status_confessionis	NSE status_confessionis
Status_quo	NSE status_quo
steek-assegaai	NSE steekassegaai
steek-assegaaie	NSM steekassegaai
Steen_des_aanstoots	NSE steen_des_aanstoots
Stefan-Boltzmann-konstante	NSE Stefan-Boltzmannkonstante
Stefan-Boltzmann-wet	NEE Stefan-Boltzmannwet
stegiometrie	NSE stoigiometrie
stegiometries	ASP stoigiometries
stegiometriese	ASA stoigiometries
stem-opname	NSE stemopname
stem-opnames	NSM stemopname
ster-atmosfeer	NSE steratmosfeer
ster-atmosfere	NSM steratmosfeer
sterre-astrofisika	NSE sterreastrofisika
sterre-evolusie	NSE sterre-ewolusie
sterre-evolusiestadia	NSM sterre-ewolusiestadium
sterre-evolusiestadium	NSE sterre-ewolusiestadium
sterre-evolusiestadiums	NSM sterre-ewolusiestadium
steruitbarstingsterrestelsel	NSE sterre-uitbarstingsterrestelsel
steruitbarsting-sterrestelsel	NSE sterre-uitbarstingsterrestelsel
steruitbarstingsterrestelsels	NSM sterre-uitbarstingsterrestelsel
steruitbarsting-sterrestelsels	NSM sterre-uitbarstingsterrestelsel
Steve_Biko-brug	NEE Steve_Bikobrug
Steve_Biko-hospitaal	NEE Steve_Bikohospitaal
Steve_Biko-laan	NEE Steve_Bikolaan
Steve_Biko-rylaan	NEE Steve_Bikorylaan
Steve_Biko-straat	NEE Steve_Bikostraat
STIAS	NEE Stias
stikstof-afskeiding	NSE stikstofafskeiding
stikstof-afskeidinge	NSM stikstofafskeiding
stikstof-afskeidings	NSM stikstofafskeiding
stikstof-uitskeiding	NSE stikstofuitskeiding
Stilicho	NEE Stiligo
stishoviet	NSE stisjoviet
stochasties	ASP stogasties	BS stogasties
stochastiese	ASA stogasties
stoïgiometrie	NSE stoigiometrie
stoïgiometries	ASP stoigiometries
stoïgiometriese	ASA stoigiometries
straat-af	BS straataf
strokiesprent-aanpassing	NSE strokiesprentaanpassing
strokiesprent-aanpassinge	NSM strokiesprentaanpassing
strokiesprent-aanpassings	NSM strokiesprentaanpassing
stroom-af	ASA stroomaf	BS stroomaf
stroom-op	ASA stroomop	BS stroomop
struggle-letterkunde	NSE struggleletterkunde
struggle-lied	NSE strugglelied
struggle-liedere	NSM strugglelied
struggle-veteraan	NSE struggleveteraan
struggle-veterane	NSM struggleveteraan
Strydompark	NEE Strijdompark
studente-aangeleenthede	NSM studenteaangeleenthede
studente-administrasie	NSE studenteadministrasie
studente-aktiwiteit	NSE studenteaktiwiteit
studente-aktiwiteite	NSM studenteaktiwiteit
studente-kapelaan	NSE studentekapelaan
studente-kapelaans	NSM studentekapelaan
studente-kapelane	NSM studentekapelaan
studente-ondersteuning	NSE studenteondersteuning
studente-onrus	NSE studenteonrus
studente-ontspanningsentra	NSM studenteontspanningsentrum
studente-ontspanningsentrum	NSE studenteontspanningsentrum
studente-ontspanningsentrums	NSM studenteontspanningsentrum
studente-opleiding	NSE studenteopleiding
studente-organisasie	NSE studenteorganisasie
studente-organisasies	NSM studenteorganisasie
studente-politiek	NSE studentepolitiek
studenteunie	NSE studente-unie
studenteunies	NSM studente-unie
studie-agtergrond	NSE studieagtergrond
studie-agtergronde	NSM studieagtergrond
studie-ontwerp	NSE studieontwerp
studie-ontwerpe	NSM studieontwerp
Stuuks	NEE Styx
Sub_judice	BS sub_judice
Sub_rosa	BS sub_rosa
Sub_voce	BS sub_voce
sub-atomies	ASP subatomies
sub-atomiese	ASA subatomies
sub-dagsome	NSM subdagsoom
sub-dagsoom	NSE subdagsoom
sub-dissipline	NSE subdissipline
sub-dissiplines	NSM subdissipline
sub-genre	NSE subgenre
sub-genres	NSM subgenre
sub-indeks	NSE subindeks
sub-indekse	NSM subindeks
sub-klinies	ASP subklinies
sub-kliniese	ASA subklinies
suffragaan-bisdom	NSE suffragaanbisdom
suffragaan-bisdomme	NSM suffragaanbisdom
sufimistisisme	NSE soefimistisisme
sufi-mistisisme	NSE soefimistisisme
Sui_generis	BS sui_generis
Suid-Afrikaanse_Nasionale_Studente-kongres	NEE Suid-Afrikaanse_Nasionale_Studentekongres
Suid-Afrikaanse_Skole-atletiek	NEE Suid-Afrikaanse_Skoleatletiek
Suid-Afrikaanse_Vrouelandbou-unie	NEE Suid-Afrikaanse_Vrouelandbou-unie
Suid-Afrikaanse_Vrouelandbou-Unie	NEE Suid-Afrikaanse_Vrouelandbou-unie
Suid-Afrikaanse_Vroue-Landbou-unie	NEE Suid-Afrikaanse_Vrouelandbou-unie
Suid-Afrikaanse_Vroue-Landbou-Unie	NEE Suid-Afrikaanse_Vrouelandbou-unie
Suid-Afrika-Huis	NEE Suid-Afrikahuis
Suid-Chinese_See	NEE Suid-Sjinese_See
Suider-Afrika_Agri_Inisiatief	NEE Suider-Afrika_Agri-Inisiatief
Suidnederlands	ASP Suid-Nederlands	NEE Suid-Nederlands
Suidnederlandse	ASA Suid-Nederlands
suid-oostelik	ASP suidoostelik
suid-oostelike	ASA suidoostelik
Suid-toring	NEE Suidtoring
Suidwesafrika	NEE Suidwes-Afrika
Suidwesafrikaans	ASP Suidwes-Afrikaans	NEE Suidwes-Afrikaans
Suidwesafrikaanse	ASA Suidwes-Afrikaans
Sulawesi	NEE Soelawesi
Sulawesies	ASP Soelawesies
Sulawesiese	ASA Soelawesies
Summa_cum_laude	BS summa_cum_laude
Summa_summarum	NSE summa_summarum
Summum_bonum	NSE summum_bonum
Sunninghill-hospitaal	NEE Sunninghillhospitaal
supernova-ontploffing	NSE supernovaontploffing
supernova-ontploffinge	NSM supernovaontploffing
supernova-ontploffings	NSM supernovaontploffing
supernova-oorblyfsel	NSE supernovaoorblyfsel
supernova-oorblyfsels	NSM supernovaoorblyfsel
supernova-vorming	NSE supernovavorming
Suricata_suricata	NEE Suricata_suricatta
surrogaat-ma	NSE surrogaatma
surrogaat-ma's	NSM surrogaatma
Sus_of_so	BS sus_of_so
susterstad-betrekkinge	NSM susterstadbetrekkinge
suur-basis-chemie	NSE suur-basischemie
suurbasis-ewewig	NSE suur-basisewewig
suur-basis-ewewig	NSE suur-basisewewig
suurstof-oordrag	NSE suurstofoordrag
swaarboom-riffelpan	NSE swaarboomriffelpan
swaarboom-riffelpanne	NSM swaarboomriffelpan
swaartekrag-aantrekking	NSE swaartekragaantrekking
swaartekrag-invloed	NSE swaartekraginvloed
Swahili-woord	NSE Swahiliwoord
Swahili-woorde	NSM Swahiliwoord
swak-funksionerend	ASP swakfunksionerend
swak-funksionerende	ASA swakfunksionerend
swakgehalte-onderrig	NSE swakgehalteonderrig
Swapoleier	NSE Swapo-leier
Swapoleiers	NSM Swapo-leier
swartgat-horison	NSE swartgathorison
swartgesig-impala	NSE swartgesigimpala
swartgesig-impalas	NSM swartgesigimpala
swartkolk-termodinamika	NSE swartkolktermodinamika
swartkoppersie-ooi	NSE swartkoppersieooi
swartkoppersie-ooie	NSM swartkoppersieooi
Swartland-streek	NEE Swartlandstreek
swart-wit-kwessie	NSE swart-witkwessie
swart-wit-kwessies	NSM swart-witkwessie
Swazi-koning	NSE Swazikoning
Swazi-konings	NSM Swazikoning
Sweet_Pea_Keerweg	NEE Sweet_Peakeerweg
Sweet_Pea-keerweg	NEE Sweet_Peakeerweg
Syns_insiens	BS syns_insiens
sysie-agtige	NSE sysieagtige
sysie-agtiges	NSM sysieagtige
T.V._Morerylaan	NEE T.V._Morerylaan
T.V._More-rylaan	NEE T.V._Morerylaan
T_V_Morerylaan	NEE T.V._Morerylaan
T_V_More-rylaan	NEE T.V._Morerylaan
taakspan-voorsitter	NSE taakspanvoorsitter
taakspan-voorsitters	NSM taakspanvoorsitter
taal-enklave	NSE taalenklave
taal-enklaves	NSM taalenklave
taalfoendi	NSE taalfoendie
taalfoendi's	NSM taalfoendie
taalfundi	NSE taalfoendie
taalfundi's	NSM taalfoendie
taal-gedrewe	ASA taalgedrewe	ASP taalgedrewe
taalkunde-aanbod	NSE taalkundeaanbod
taaltegnologie-projek	NSE taaltegnologieprojek
taaltegnologie-projekte	NSM taaltegnologieprojek
Tabes_dorsalis	NSE tabes_dorsalis
Tableau_vivant	NSE tableau_vivant
Tableaux_vivants	NSM tableau_vivant
taboe-woord	NSE taboewoord
taboe-woorde	NSM taboewoord
Tabula_rasa	BS tabula_rasa
tachisme	NSE tagisme
Tadzjiek	NEE Tadjiek
Tadzjieke	NEM Tadjiek
Tadzjieks	ASP Tadjieks	NEE Tadjieks
Tadzjiekse	ASA Tadjieks
Tadzjikistan	NEE Tadjikistan
Tadzjikistanner	NEE Tadjikistanner
Tadzjikistanners	NEM Tadjikistanner
Tadzjikistans	ASP Tadjikistans
Tadzjikistanse	ASA Tadjikistans
tae-kwon-do	NSE taekwondo
Tafelbaai-boulevard	NEE Tafelbaaiboulevard
tafel-olyf	NSE tafelolyf
tafel-olywe	NSM tafelolyf
tafeltennismarathon	NSE tafeltennismaraton
tafeltennismarathonne	NSM tafeltennismaraton
tafeltennismarathons	NSM tafeltennismaraton
Tai	NEE Thai
Tai_chi	NSE tai_chi
Tailand	NEE Thailand
Tailander	NEE Thailander
Tailanders	NEM Thailander
Tailands	ASP Thailands
Tailandse	ASA Thailands
Tais	NEM Thai	ASP Thais
Taise	ASA Thais
Takatso-konsortium	NEE Takatsokonsortium
Taksim-plein	NEE Taksimplein
Taliban-magte	NSM Talibanmagte
tamboti	NSE tambotie
tamboti's	NSM tambotie
tandvlees	NSE tandvleis
tansaniet	NSE tanzaniet
Tarantula-newel	NEE Tarantulanewel
tariewe-oorloë	NSM tarieweoorlog
tariewe-oorlog	NSE tarieweoorlog
Tarquiniër-dinastie	NSE Tarquiniërdinastie
tau-lepton	NSE taulepton
tau-leptone	NSM taulepton
tau-neutrino	NSE tauneutrino
tau-neutrino's	NSM tauneutrino
tautologie	NSE toutologie
tautologieë	NSM toutologie
tautologies	ASP toutologies	BS toutologies
tautologiese	ASA toutologies
tautomeer	ASP toutomeer
tautomere	ASA toutomeer
tautomerie	NSE toutomerie
tautomerisasie	NSE toutomerisasie
taxi-bestuurder	NSE taxibestuurder
taxi-bestuurders	NSM taxibestuurder
taxi-ongeluk	NSE taxiongeluk
taxi-ongelukke	NSM taxiongeluk
taxi-organisasie	NSE taxiorganisasie
taxi-organisasies	NSM taxiorganisasie
taxi-staanplek	NSE taxistaanplek
taxi-staanplekke	NSM taxistaanplek
Taylor-reeks	NSE taylorreeks
Taylor-reekse	NSM taylorreeks
Te_alle_tye	BS te_alle_tye
Te_baat	BS te_baat
Te_bekwamer_tyd	BS te_bekwamer_tyd
Te_berde	BS te_berde
Te_binne	BS te_binne
Te_bowe	BS te_bowe
Te_buite	BS te_buite
Te_danke	BS te_danke
Te_danke_aan	SVS te_danke_aan
Te_denke	BS te_denke
Te_dien_effekte	BS te_dien_effekte
Te_dien_einde	BS te_dien_einde
Te_eniger_tyd	BS te_eniger_tyd
Te_gelde	BS te_gelde
Te_geleëner_tyd	BS te_geleëner_tyd
Te_gelegener_tyd	BS te_gelegener_tyd
Te_gener_tyd	BS te_gener_tyd
Te_goeder_trou	BS te_goeder_trou
Te_gronde	BS te_gronde
Te_hore	BS te_hore
Te_kampe	BS te_kampe
Te_kenne	BS te_kenne
Te_kere	BS te_kere
Te_kies_en_te_keur	BS te_kies_en_te_keur
Te_kus_en_te_keur	BS te_kus_en_te_keur
Te_kwader_trou	BS te_kwader_trou
Te_kwader_ure	BS te_kwader_ure
Te_lande	BS te_lande
Te_laste	BS te_laste
Te_lene	BS te_lene
Te_loor	BS te_loor
Te_make	BS te_make
Te_midde_van	SVS te_midde_van
Te_moede	BS te_moede
Te_niet	BS te_niet
Te_onpas	BS te_onpas
te_onregte	BS ten_onregte
Te_onregte	BS ten_onregte
Te_pas	BS te_pas
Te_pletter	BS te_pletter
Te_stade	BS te_stade
Te_stigte	ASA te_stigte
Te_velde	BS te_velde
Te_vinde	ASP te_vinde
Te_voorskyn	BS te_voorskyn
Te_waaie	BS te_waaie
Te_wagte	BS te_wagte
Te_wete	BS te_wete
Te_wyte	BS te_wyte
Te_wyte_aan	SVS te_wyte_aan
teater-fasiliteerder	NSE teaterfasiliteerder
teater-fasiliteerders	NSM teaterfasiliteerder
technikon	NSE tegnikon
technikons	NSM tegnikon
technikonsektor	NSE tegnikonsektor
Teen_heug_en_meug	BS teen_heug_en_meug
teen-geldwassery-wetsontwerp	NSE teengeldwasserywetsontwerp
teen-geldwassery-wetsontwerpe	NSM teengeldwasserywetsontwerp
teenkabeldiefstal-eenhede	NSM teenkabeldiefstaleenheid
teenkabeldiefstal-eenheid	NSE teenkabeldiefstaleenheid
teenmalaria-medisyne	NSM teenmalariamedisyne	NSE teenmalariamedisyne
teenmalaria-medisynes	NSM teenmalariamedisyne
teenpsigose-medikasie	NSE teenpsigosemedikasie
teenrevolusie	NSE teenrewolusie
teenrevolusies	NSM teenrewolusie
teenrevolusionêr	ASP teenrewolusionêr	NSE teenrewolusionêre
teenrevolusionêre	ASA teenrewolusionêr	NSM teenrewolusionêre
teenterreur-deskundige	NSE teenterreurdeskundige
teenterreur-deskundiges	NSM teenterreurdeskundige
teen-vigs-middel	NSE teenvigsmiddel
teen-vigs-middele	NSM teenvigsmiddel
teen-vigs-middels	NSM teenvigsmiddel
tegnologie-landskap	NSE tegnologielandskap
tegnologie-oordrag	NSE tegnologieoordrag
tegnologie-webwerf	NSE tegnologiewebwerf
tegnologie-webwerwe	NSM tegnologiewebwerf
teikengroep-identifisering	NSE teikengroepidentifisering
tekere	BS te_kere
teksboek-voorbeeld	NSE teksboekvoorbeeld
teksboek-voorbeelde	NSM teksboekvoorbeeld
teks-linguisties	ASP tekslinguisties
teks-linguistiese	ASA tekslinguisties
tekto-silikaat	NSE tektosilikaat
tekto-silikate	NSM tektosilikaat
Telemachos	NEE Telemagos
Telemachus	NEE Telemagus
televisie-advertensie	NSE televisieadvertensie
televisie-advertensies	NSM televisieadvertensie
televisie-ontvangstoestel	NSE televisieontvangstoestel
televisie-ontvangstoestelle	NSM televisieontvangstoestel
Telugu	NEE Teloegoe
tempo-beperkend	ASP tempobeperkend
tempo-beperkende	ASA tempobeperkend
tempo-versnelling	NSE tempoversnelling
tempo-versnellinge	NSM tempoversnelling
tempo-versnellings	NSM tempoversnelling
Ten_aanhore_van	SVS ten_aanhore_van
Ten_aanskoue_van	SVS ten_aanskoue_van
Ten_alle_tye	BS ten_alle_tye
Ten_bate_van	SVS ten_bate_van
Ten_behoewe_van	SVS ten_behoewe_van
Ten_beste	BS ten_beste
Ten_dele	BS ten_dele
Ten_diepste	BS ten_diepste
Ten_duurste	BS ten_duurste
Ten_eerste	BS ten_eerste
Ten_effekte	BS ten_effekte
Ten_einde	BS ten_einde
Ten_ene_male	BS ten_ene_male
Ten_faveure_van	SVS ten_faveure_van
Ten_gebruike	BS ten_gebruike
Ten_geriewe_van	SVS ten_geriewe_van
Ten_gevolge_van	SVS ten_gevolge_van
Ten_goede	BS ten_goede
Ten_gronde	BS ten_gronde
Ten_gunste_van	SVS ten_gunste_van
Ten_hoogste	BS ten_hoogste
Ten_huidige_dae	BS ten_huidige_dae
Ten_huise_van	SVS ten_huise_van
Ten_kwade	BS ten_kwade
Ten_laste	BS ten_laste
Ten_nouste	BS ten_nouste
Ten_nutte_van	SVS ten_nutte_van
Ten_onregte	BS ten_onregte
Ten_oorstaan_van	SVS ten_oorstaan_van
Ten_opsigte_van	SVS ten_opsigte_van
Ten_seerste	BS ten_seerste
Ten_slotte	BS ten_slotte
Ten_spyt	BS ten_spyt
Ten_spyte_daarvan	BS ten_spyte_daarvan
Ten_spyte_van	SVS ten_spyte_van
Ten_sterkste	BS ten_sterkste
Ten_tonele	BS ten_tonele
Ten_toon	BS ten_toon
Ten_tyde_van	SVS ten_tyde_van
Ten_tye_van	SVS ten_tye_van
Ten_volle	BS ten_volle
Ten_voordele_van	SVS ten_voordele_van
tenslotte	BS ten_slotte
Tenslotte	BS ten_slotte
teologie-student	NSE teologiestudent
teologie-studente	NSM teologiestudent
Ter_aangehaalde_plaatse	BS ter_aangehaalde_plaatse
Ter_aarde	BS ter_aarde
Ter_afsluiting	BS ter_afsluiting
Ter_bevordering_van	BS ter_bevordering_van
Ter_elfder_ure	BS ter_elfder_ure
Ter_ere_van	SVS ter_ere_van
Ter_geleëner_tyd	BS ter_geleëner_tyd
Ter_gelegener_tyd	BS ter_gelegener_tyd
Ter_informasie	BS ter_informasie
Ter_insae	BS ter_insae
Ter_nagedagtenis_van	SVS ter_nagedagtenis_van
Ter_plaatse	BS ter_plaatse
Ter_ruste	BS ter_ruste
Ter_sake	BS ter_sake
Ter_sluiks	BS ter_sluiks
Ter_sprake	BS ter_sprake
Ter_syde	BS ter_syde
Ter_tale	BS ter_tale
Ter_uitdrukking_van	SVS ter_uitdrukking_van
Ter_verklaring	BS ter_verklaring
Ter_waarde_van	SVS ter_waarde_van
Ter_wille	BS ter_wille
Ter_wille_van	SVS ter_wille_van
terblanz	NSE terblans
terblanze	NSM terblans
terblanzhout	NSE terblanshout
terblanzhoute	NSM terblanshout
terminologie-ontwikkeling	NSE terminologieontwikkeling
Terminus_a_quo	NSE terminus_a_quo
Terminus_ad_quem	NSE terminus_ad_quem
termo-elektries	ASP termoëlektries
termo-elektriese	ASA termoëlektries
termokoppel-element	NSE termokoppelelement
termokoppel-elemente	NSM termokoppelelement
Terpsichore	NEE Terpsigore
Terra_firma	NSE terra_firma
Terra_incognita	NSE terra_incognita
terra-cotta	ASA terracotta	ASP terracotta	NSE terracotta
terra-cottabeeld	NSE terracottabeeld
terra-cottabeelde	NSM terracottabeeld
terra-cottabeker	NSE terracottabeker
terra-cottabekers	NSM terracottabeker
terra-cottateël	NSE terracottateël
terra-cottateëls	NSM terracottateël
terreur-beskuldigde	NSE terreurbeskuldigde
terreur-beskuldigdes	NSM terreurbeskuldigde
terugvoer-meganisme	NSE terugvoermeganisme
terugvoer-meganismes	NSM terugvoermeganisme
terwille	BS ter_wille
Terwille	BS ter_wille
terwille_van	SVS ter_wille_van
Terwille_van	SVS ter_wille_van
testosteroon-belaai	ASP testosteroonbelaai
testosteroon-belaaide	ASA testosteroonbelaai
tetanus-entstof	NSE tetanusentstof
tetanus-entstowwe	NSM tetanusentstof
tête_à_tête	NSE tête-à-tête
Tête_à_tête	NSE tête-à-tête
Thabina-goudveld	NEE Thabinagoudveld
Thabo_Mbeki-rylaan	NEE Thabo_Mbekirylaan
Thabo_Sehume-straat	NEE Thabo_Sehumestraat
thalassokrasie	NSE talassokrasie
Thales	NEE Tales
Thalia	NEE Talia
Thanksgiving-ete	NSE Thanksgivingete
Thanksgiving-etes	NSM Thanksgivingete
Thasos	NEE Tasos
Thebaan	NEE Tebaan
Thebaans	ASP Tebaans
Thebaanse	ASA Tebaans
Thebaïs	NEE Tebaïs
Thebane	NEM Tebaan
Thebe	NEE Tebe
Themis	NEE Temis
Themistokles	NEE Temistokles
Theokritos	NEE Teokritos
Thera	NEE Tera
Thermopulai	NEM Termopulai
Thermopylae	NEM Termopulai
thesauri	NSM tesourus
thesaurus	NSE tesourus
Theseus	NEE Teseus
Thespis	NEE Tespis
Thessalië	NEE Tessalië
Thessaliër	NEE Tessaliër
Thessaliërs	NEM Tessaliër
Thessalies	ASP Tessalies
Thessaliese	ASA Tessalies
Thessalonicense	NEM Tessalonisense
Thessaloniër	NEE Tessaloniër
Thessaloniërs	NEM Tessaloniër
Thessalonies	ASP Tessalonies
Thessaloniese	ASA Tessalonies
Thessalonika	NEE Tessalonika
Thetis	NEE Tetis
Thisbe	NEE Tisbe
thorium	NSE torium
Thorshavn	NEE Tórshavn
Thoukudides	NEE Tukidides
Thracië	NEE Trasië
Thraciër	NEE Trasiër
Thraciërs	NEM Trasiër
Thracies	ASP Trasies	NEE Trasies
Thraciese	ASA Trasies
Thule	NEE Tule
thur	NSE thoer
Thuringen	NEE Turinge
Thüringen	NEE Turinge
Thys_Lewis-straat	NEE Thys_Lewisstraat
Tibetaan	NEE Tibettaan
Tibetaans	ASP Tibettaans	NEE Tibettaans
Tibetaanse	ASA Tibettaans
Tibetane	NEM Tibettaan
Tibeto-Birmaans	ASP Tibetto-Birmaans
Tibeto-Birmaanse	ASA Tibetto-Birmaans
Tibeto-Birmees	ASP Tibetto-Birmees
Tibeto-Birmese	ASA Tibetto-Birmees
Tibeto-Chinees	ASP Tibetto-Sjinees
Tibeto-Chinese	ASA Tibetto-Sjinees
Tibeto-Sjinees	ASP Tibetto-Sjinees
Tibeto-Sjinese	ASA Tibetto-Sjinees
Tibetto-Chinees	ASP Tibetto-Sjinees
Tibetto-Chinese	ASA Tibetto-Sjinees
tiemie-olie	NSE tiemieolie
Tiendelaan	NEE Tiende_Laan
tier-klipkabeljou	NSE tierklipkabeljou
tier-klipkabeljoue	NSM tierklipkabeljou
tik-tak	NSE tiktak	VTHOG tiktak
tin-mynbou	NSE tinmynbou
tipsytert	NSE tipsietert
tipsyterte	NSM tipsietert
Tirol	NEE Tirool
tissue	NSE tiesjoe
tissues	NSM tiesjoe
tissuetjie	NSED tiesjoe
tissuetjies	NSMD tiesjoe
titane-arbeid	NSE titanearbeid
Titian	NEE Titiaan
tjêrtjêr	NSE tjêr-tjêr
tjêrtjêrs	NSM tjêr-tjêr
